Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,samp_collect_device,Sample Name,SRA Study,Depth_m,replicate,size_fraction,CH4_uM,H2S_Um,oxygen,Oxygen_uM,Particulate_Sulfur_uM,salinity,Temperature_degree_C,TZVS_uM
SRR3735262,AMPLICON,600,922349894,PRJNA326482,SAMN05331320,Metagenome or environmental,646457071,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890782,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3b198B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3b198B,SRP077602,198,b,0.2-2.7µm,0.02,0,Micro-oxic,31.9,0.0,36.4,18.1,0.00
SRR3735263,AMPLICON,600,994697170,PRJNA326482,SAMN05331321,Metagenome or environmental,699723762,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890783,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3a234B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3a234B,SRP077602,234,a,0.2-2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3735264,AMPLICON,600,465759596,PRJNA326482,SAMN05331322,Metagenome or environmental,326704434,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890785,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3b234B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3b234B,SRP077602,234,b,0.2-2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3735265,AMPLICON,597,40404276,PRJNA326482,SAMN05331323,Metagenome or environmental,29158816,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890786,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3a295B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3a295B,SRP077602,295,a,0.2-2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3735266,AMPLICON,590,317753120,PRJNA326482,SAMN05331324,Metagenome or environmental,226180354,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890787,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3b295B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3b295B,SRP077602,295,b,0.2-2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3735268,AMPLICON,598,181129710,PRJNA326482,SAMN05331325,Metagenome or environmental,129097443,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890788,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3a314B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3a314B,SRP077602,314,a,0.2-2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
SRR3735269,AMPLICON,594,540214064,PRJNA326482,SAMN05331308,Metagenome or environmental,384782808,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890789,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3b198A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3b198A,SRP077602,198,b,>2.7µm,0.02,0,Micro-oxic,31.9,0.0,36.4,18.1,0.00
SRR3735270,AMPLICON,568,332381694,PRJNA326482,SAMN05331326,Metagenome or environmental,236874833,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890790,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3b314B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3b314B,SRP077602,314,b,0.2-2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
SRR3735271,AMPLICON,598,160487120,PRJNA326482,SAMN05331327,Metagenome or environmental,114369001,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890791,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3a900BM,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3a900BM,SRP077602,900,a,0.2-2.7µm,12.42,70.33,"Deep Anoxic, Sulfidic",0.0,0.0,36.3,17.1,0.00
SRR3735272,AMPLICON,599,88180990,PRJNA326482,SAMN05331328,Metagenome or environmental,63608186,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890792,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE1b900BM,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE1b900BM,SRP077602,900,b,0.2-2.7µm,12.42,70.33,"Deep Anoxic, Sulfidic",0.0,0.0,36.3,17.1,0.00
SRR3735273,AMPLICON,484,397658186,PRJNA326482,SAMN05331329,Metagenome or environmental,291420896,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890793,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a143A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a143A,SRP077602,143,a,>2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0
SRR3735274,AMPLICON,592,188260032,PRJNA326482,SAMN05331330,Metagenome or environmental,135098305,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890794,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b143A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b143A,SRP077602,143,b,>2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0
SRR3735275,AMPLICON,583,533688,PRJNA326482,SAMN05331331,Metagenome or environmental,489172,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890795,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a200A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a200A,SRP077602,200,a,>2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0
SRR3735276,AMPLICON,595,446685994,PRJNA326482,SAMN05331332,Metagenome or environmental,318369258,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890796,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b200A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b200A,SRP077602,200,b,>2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0
SRR3735277,AMPLICON,582,362662544,PRJNA326482,SAMN05331333,Metagenome or environmental,257063175,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890798,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a237A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a237A,SRP077602,237,a,>2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3735278,AMPLICON,575,171052814,PRJNA326482,SAMN05331334,Metagenome or environmental,121548190,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890799,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b237A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b237A,SRP077602,237,b,>2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3735279,AMPLICON,556,351248296,PRJNA326482,SAMN05331335,Metagenome or environmental,247839763,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890800,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a247A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a247A,SRP077602,247,a,>2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3735280,AMPLICON,596,579940530,PRJNA326482,SAMN05331309,Metagenome or environmental,411210040,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890801,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3a234A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3a234A,SRP077602,234,a,>2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3735281,AMPLICON,496,349461698,PRJNA326482,SAMN05331336,Metagenome or environmental,251051609,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890802,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b247A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b247A,SRP077602,247,b,>2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3735283,AMPLICON,408,152790214,PRJNA326482,SAMN05331337,Metagenome or environmental,112741932,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890803,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a267A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a267A,SRP077602,267,a,>2.7µm,0.18,0.00,Shallow Anoxic,0.00,0.13,36.38,17.76,0.01
SRR3735284,AMPLICON,432,236237192,PRJNA326482,SAMN05331338,Metagenome or environmental,174640571,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890804,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b267A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b267A,SRP077602,267,b,>2.7µm,0.18,0.00,Shallow Anoxic,0.00,0.13,36.38,17.76,0.01
SRR3735285,AMPLICON,433,85183238,PRJNA326482,SAMN05331339,Metagenome or environmental,62791768,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890805,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a900AN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a900AN,SRP077602,900,a,>2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3735286,AMPLICON,415,18961400,PRJNA326482,SAMN05331340,Metagenome or environmental,14139853,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890806,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b900AN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b900AN,SRP077602,900,b,>2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3735287,AMPLICON,562,1397511750,PRJNA326482,SAMN05331341,Metagenome or environmental,1003728095,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890807,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a143B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a143B,SRP077602,143,a,0.2-2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0.00
SRR3735288,AMPLICON,492,462006064,PRJNA326482,SAMN05331342,Metagenome or environmental,339681656,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890809,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b143B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b143B,SRP077602,143,b,0.2-2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0.00
SRR3735289,AMPLICON,598,1879360,PRJNA326482,SAMN05331343,Metagenome or environmental,1521611,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890810,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a200B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a200B,SRP077602,200,a,0.2-2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0.00
SRR3735290,AMPLICON,566,176563110,PRJNA326482,SAMN05331344,Metagenome or environmental,125537490,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890811,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b200B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b200B,SRP077602,200,b,0.2-2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0.00
SRR3735292,AMPLICON,595,800395792,PRJNA326482,SAMN05331345,Metagenome or environmental,561577265,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890812,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a237B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a237B,SRP077602,237,a,0.2-2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3735293,AMPLICON,599,889329102,PRJNA326482,SAMN05331310,Metagenome or environmental,630251982,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890813,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3b234A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3b234A,SRP077602,234,b,>2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3735294,AMPLICON,590,251544438,PRJNA326482,SAMN05331346,Metagenome or environmental,178113042,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890814,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b237B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b237B,SRP077602,237,b,0.2-2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3735295,AMPLICON,516,280410942,PRJNA326482,SAMN05331347,Metagenome or environmental,205127852,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890815,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a247B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a247B,SRP077602,247,a,0.2-2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3735296,AMPLICON,576,448420610,PRJNA326482,SAMN05331348,Metagenome or environmental,317874234,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890816,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b247B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b247B,SRP077602,247,b,0.2-2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3735297,AMPLICON,541,930262,PRJNA326482,SAMN05331349,Metagenome or environmental,809612,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890817,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a267B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a267B,SRP077602,267,a,0.2-2.7µm,0.18,0.00,Shallow Anoxic,0.00,0.13,36.38,17.76,0.01
SRR3735298,AMPLICON,592,167886908,PRJNA326482,SAMN05331350,Metagenome or environmental,120318736,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890818,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b267B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b267B,SRP077602,267,b,0.2-2.7µm,0.18,0.00,Shallow Anoxic,0.00,0.13,36.38,17.76,0.01
SRR3735299,AMPLICON,572,1574566,PRJNA326482,SAMN05331351,Metagenome or environmental,1320468,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890819,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2a900BN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2a900BN,SRP077602,900,a,0.2-2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3735300,AMPLICON,532,1077817950,PRJNA326482,SAMN05331352,Metagenome or environmental,781023393,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890820,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE2b900BN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE2b900BN,SRP077602,900,b,0.2-2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3735301,AMPLICON,572,733697782,PRJNA326482,SAMN05331311,Metagenome or environmental,519452638,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890821,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3a295A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3a295A,SRP077602,295,a,>2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3735302,AMPLICON,600,633455420,PRJNA326482,SAMN05331312,Metagenome or environmental,439740992,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890822,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3b295A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3b295A,SRP077602,295,b,>2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3735303,AMPLICON,490,283625310,PRJNA326482,SAMN05331313,Metagenome or environmental,206657746,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890823,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3a314A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3a314A,SRP077602,314,a,>2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
SRR3735304,AMPLICON,535,748640,PRJNA326482,SAMN05331314,Metagenome or environmental,669374,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890824,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3b314A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3b314A,SRP077602,314,b,>2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
SRR3735305,AMPLICON,519,670106374,PRJNA326482,SAMN05331315,Metagenome or environmental,488111772,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890825,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3a900AM,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3a900AM,SRP077602,900,a,>2.7µm,12.42,70.33,"Deep Anoxic, Sulfidic",0.0,0.0,36.3,17.1,0.00
SRR3731253,AMPLICON,601,372669489,PRJNA326482,SAMN05325190,Metagenome or environmental,245380340,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887279,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a103A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a103A,SRP077602,103,a,>2.7µm,0.02,0,Oxic,122.9,0.0,36.7,19.7,0.00
SRR3731254,AMPLICON,601,263150686,PRJNA326482,SAMN05325191,Metagenome or environmental,173804668,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887280,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3b103A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3b103A,SRP077602,103,b,>2.7µm,0.02,0,Oxic,122.9,0.0,36.7,19.7,0.00
SRR3731255,AMPLICON,600,298009661,PRJNA326482,SAMN05325200,Metagenome or environmental,200313161,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887281,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a900A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a900A,SRP077602,900,a,>2.7µm,12.42,70.33,"Deep Anoxic, Sulfidic",0.0,0.0,36.3,17.1,0.00
SRR3731257,AMPLICON,600,185188783,PRJNA326482,SAMN05325201,Metagenome or environmental,125001059,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887282,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA1b900A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA1b900A,SRP077602,900,b,>2.7µm,12.42,70.33,"Deep Anoxic, Sulfidic",0.0,0.0,36.3,17.1,0.00
